,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer
3201,216812822,t,93599639575799251,864691136008777644,93599639575809472,864691136309791834,1884,[209918 129470  25886],[209870 129518  25893],[209910 129456  25889],"[791.3405784819349, 192.4205148618803, 1035.4400000000003]",L2/3
3261,205767120,t,92894920939050628,864691135724597419,92894920939059788,864691136309791834,4124,[204570 121902  22640],[204634 121894  22651],[204578 121914  22649],"[772.6683601448134, 160.39927331238908, 905.6000000000003]",L2/3
3265,193342710,t,91839252337602241,864691135771838203,91839252337614522,864691136309791834,20012,[196746 120676  22800],[196810 120656  22809],[196740 120636  22808],"[741.9188626357687, 152.78630838791648, 912.0000000000002]",L2/3
3269,202525863,t,92545207857397408,864691135380582642,92545207857385831,864691136309791834,3316,[201948 137794  25121],[201888 137834  25112],[201920 137796  25115],"[756.6799538962442, 222.81128845074778, 1004.8400000000003]",L2/3
3288,153260860,t,88884727154522516,864691135776901984,88884727154512724,864691136309791834,2480,[175550 127930  22539],[175510 127984  22532],[175484 127918  22536],"[654.9285803211922, 174.30248125462916, 901.5600000000003]",L2/3
3316,209180195,t,92898013382640061,864691135700272507,92898013382636255,864691136309791834,4788,[204482 144596  23193],[204548 144726  23191],[204553 144650  23195],"[764.406049907424, 250.79916440491814, 927.7200000000003]",L2/3
3348,212975630,t,93530782324718297,864691136618399373,93530782324707065,864691136309791834,528,[209406 140970  23456],[209410 140970  23450],[209414 140964  23450],"[785.2912075738509, 238.06697601295352, 938.2400000000002]",L2/3
3374,205951652,t,93391213201560577,864691135915170150,93391213201572406,864691136309791834,10624,[208032 149528  24359],[207908 149538  24370],[207976 149528  24366],"[776.8326061274009, 271.6897049558889, 974.3600000000002]",L2/3
3380,216087468,t,93951620467436889,864691136866259822,93951620467449969,864691136309791834,4292,[212278 130326  24001],[212304 130258  24013],[212308 130342  24008],"[800.4462351687531, 196.65423571968435, 960.0400000000003]",L2/3
3382,212975303,t,93530851044195007,864691135488223802,93530851044206583,864691136309791834,23388,[209098 141460  23402],[209086 141430  23407],[209118 141501  23403],"[783.8930704500165, 239.9121417461482, 936.0800000000003]",L2/3
3388,167200716,t,89519489296842964,864691134964627487,89519489296853235,864691136309791834,12388,[179752 138704  25245],[179782 138770  25251],[179824 138778  25248],"[667.9165569172652, 218.6994016876936, 1009.8000000000003]",L2/3
3430,185685534,t,91279944784750751,864691135564881495,91279944784766311,864691136309791834,3112,[193052 147758  24721],[193020 147784  24729],[193012 147778  24726],"[717.7576824763968, 259.41427438795967, 988.8400000000003]",L2/3
3449,188217687,t,91419032669992427,864691135699461922,91419032669990276,864691136309791834,5596,[194052 135764  22063],[194060 135844  22066],[194042 135853  22064],"[725.9238451828255, 211.96946052330074, 882.5200000000002]",L2/3
3463,187940346,t,91488645768742265,864691136443751043,91488645768754871,864691136309791834,5324,[194312 130062  24424],[194326 130052  24436],[194270 129973  24426],"[728.9477358494295, 189.3388938216818, 976.9600000000003]",L2/3
3464,189117499,t,91560526072706624,864691135207921273,91560526072701630,864691136309791834,12108,[195000 141054  22156],[195038 141150  22152],[195036 141124  22148],"[727.8571999614489, 233.3794349114211, 886.2400000000002]",L2/3
3465,180628072,t,90644427064004621,864691135579851716,90644427063999444,864691136309791834,13252,[188422 131444  24804],[188368 131484  24796],[188424 131478  24801],"[704.9955918164788, 192.7924688135981, 992.1600000000003]",L2/3
3467,160999296,t,88957569799961506,864691136175499782,88957569799958262,864691136309791834,6380,[175830 146378  22623],[175838 146426  22620],[175794 146422  22625],"[649.6129218142197, 247.91129484809255, 904.9200000000003]",L2/3
3471,184452441,t,91417108458069882,864691135394306293,91417108458061502,864691136309791834,7180,[193962 121146  22002],[194016 121080  21994],[194008 121106  21995],"[730.6613856814535, 153.68858806909103, 880.0800000000003]",L2/3
3485,205209188,t,93316790075122030,864691136297086491,93316790075102657,864691136309791834,2224,[207576 119156  24645],[207588 119118  24631],[207564 119132  24638],"[785.603923873009, 150.5050313993472, 985.8000000000003]",L2/3
3562,201151345,t,92615782625904361,864691135888467593,92615782625904403,864691136309791834,13024,[202514 139086  24198],[202620 139140  24197],[202625 139082  24198],"[758.484917814204, 228.15694325206655, 967.9200000000003]",L2/3
3577,210022731,t,92897807291198538,864691136911683057,92897807291200633,864691136309791834,4184,[204418 143360  23591],[204434 143344  23600],[204462 143402  23596],"[764.5819220568567, 245.85166594740917, 943.6400000000002]",L2/3
3609,184274009,t,91132610025431433,864691135974661231,91202978769617167,864691136309791834,21848,[192018  98952  23313],[192042  98976  23314],[192056  98924  23314],"[730.6523139272581, 64.57268449569243, 932.5200000000002]",L1
3628,191448137,t,92120933539654289,864691135693041599,92120933539651210,864691136309791834,2696,[199088 122178  23137],[199194 122120  23143],[199158 122134  23142],"[750.7275828650644, 159.58792113211175, 925.4800000000002]",L2/3
3643,188115585,t,91419238828661926,864691136370842760,91419238828677709,864691136309791834,1844,[193906 136938  22293],[193934 136996  22299],[193898 136946  22294],"[724.9327841111968, 216.5966918717749, 891.7200000000003]",L2/3
3646,187934729,t,91207170791925014,864691136756256622,91207170791919695,864691136309791834,5052,[192444 129870  24363],[192528 129942  24363],[192522 129910  24361],"[721.5711046757182, 187.92258858373674, 974.5200000000002]",L2/3
3679,188115375,t,91419170109162201,864691136989978005,91419170109171194,864691136309791834,8656,[193622 136894  22263],[193682 136886  22267],[193680 136894  22265],"[723.8164463448882, 216.32235268114957, 890.5200000000002]",L2/3
3688,212976060,t,93671657252085492,864691136105752025,93601288507916423,864691136309791834,5068,[209960 141986  23451],[209914 141944  23446],[209936 141946  23447],"[787.1445740862957, 242.30864839192708, 938.0400000000003]",L2/3
3700,194068540,t,92193157843951196,864691135293284876,92193157843961078,864691136309791834,5232,[199536 136340  24178],[199588 136212  24180],[199548 136262  24179],"[747.5755652488755, 216.17654148061672, 967.1200000000002]",L2/3
3738,198519985,t,92615438961438027,864691136041006422,92615438961441149,864691136309791834,2568,[202658 136880  23715],[202678 136780  23721],[202674 136826  23718],"[759.8277882343101, 219.41672294392768, 948.6000000000003]",L2/3
3748,214253987,t,93669939399111552,864691136236744975,93669939399099959,864691136309791834,3464,[210234 129026  24265],[210220 129112  24261],[210257 129051  24266],"[792.7545571794428, 190.76143793690247, 970.6000000000003]",L2/3
3769,216087501,t,93951620467398368,864691135508702473,93951620467406314,864691136309791834,10152,[212368 130434  23969],[212336 130432  23975],[212326 130430  23975],"[800.7672139791991, 197.1159678966492, 958.7600000000002]",L2/3
3776,200119313,t,92684639474882706,864691135502367669,92684708194344370,864691136309791834,3504,[203074 128172  24021],[203058 128236  24007],[203054 128196  24015],"[764.5212650433214, 184.86229637592805, 960.8400000000003]",L2/3
3804,181128834,t,90855601814948376,864691136329080554,90855601814934261,864691136309791834,5548,[189896 132256  23525],[189848 132208  23515],[189920 132226  23521],"[710.5860739039833, 196.54197945224035, 941.0000000000002]",L2/3
3808,185372076,t,91419032737355352,864691135574911684,91419032737354301,864691136309791834,1904,[193640 135466  22772],[193604 135526  22771],[193632 135488  22774],"[724.3860059657255, 210.6383637791272, 910.8800000000002]",L2/3
3813,184770372,t,91628902489118494,864691135939267073,91628902489114685,864691136309791834,7308,[195538 126484  26432],[195590 126426  26430],[195590 126466  26431],"[735.0804476390759, 175.5087670650272, 1057.2800000000002]",L2/3
3820,160753773,t,89379507387420409,864691136812206707,89379507387412623,864691136309791834,5952,[178854 144102  22901],[178834 144134  22899],[178836 144104  22900],"[662.4563587643121, 239.89617418094102, 916.0400000000003]",L2/3
3823,185639522,t,91208338821507782,864691135462761534,91208338821496162,864691136309791834,4540,[192514 138546  22644],[192540 138578  22635],[192538 138564  22639],"[718.8253862948692, 222.51893299428204, 905.7600000000002]",L2/3
3853,143072241,t,88253813705799414,864691136577816084,88253813705824836,864691136309791834,900,[170972 145632  23112],[170948 145656  23117],[170966 145598  23119],"[630.5149391772601, 243.24503947591427, 924.4800000000002]",L2/3
3882,166409796,t,89658714621180894,864691135570721261,89588345877007449,864691136309791834,4492,[180770 127452  22694],[180630 127420  22695],[180700 127452  22691],"[675.8957673974813, 174.2175689004488, 907.7600000000002]",L2/3
3883,181101462,t,90786126423883821,864691136740733532,90786057704371795,864691136309791834,22012,[189400 138456  23449],[189390 138424  23445],[189382 138408  23454],"[706.4481612028275, 221.07469097130425, 937.9600000000003]",L2/3
3891,188099848,t,91207239511485429,864691135579463876,91207170791978134,864691136309791834,14300,[192124 130280  24425],[192116 130194  24414],[192136 130256  24419],"[720.1530400440546, 189.44478853789025, 977.0000000000002]",L2/3
3893,210208756,t,93321394213218835,864691135609598215,93321394213228836,864691136309791834,18296,[207528 153572  24392],[207562 153590  24401],[207526 153608  24395],"[773.4144463213618, 287.6284444148418, 975.6800000000003]",L4
3965,209087338,t,92826957578048485,864691135939490305,92826957578047713,864691136309791834,7884,[204186 139874  24315],[204226 139956  24318],[204162 139914  24313],"[764.872753053901, 231.87984654794803, 972.6000000000003]",L2/3
3985,222643564,t,94234607138460795,864691135772038139,94234607138450384,864691136309791834,752,[214358 141916  23028],[214228 141936  23022],[214304 141950  23024],"[804.694034823095, 243.56295770287824, 921.1200000000002]",L2/3
3998,184669913,t,91699889373208051,864691135012355830,91699889373205867,864691136309791834,5104,[195660 131156  23963],[195748 131048  23965],[195714 131054  23964],"[733.9378241312763, 194.1681855854267, 958.5200000000002]",L2/3
4002,196329985,t,92197693262694214,864691135058895771,92197693262697065,864691136309791834,580,[199566 170054  24002],[199564 170054  24011],[199602 170128  24008],"[735.9416337686682, 350.52983237560693, 960.0800000000003]",L4
4005,195135304,t,91838496557479274,864691136361487330,91838496557470390,864691136309791834,4928,[197012 114978  23727],[196968 115006  23718],[196984 115020  23720],"[744.965267483243, 130.17377253929288, 949.0800000000003]",L2/3
4085,188501774,t,91137833041102101,864691135700281723,91208201785265378,864691136309791834,5140,[191968 137792  25773],[192046 137802  25773],[192002 137810  25771],"[716.9125587943637, 219.3240616426764, 1030.9200000000003]",L2/3
4090,194943263,t,91839733508236600,864691136023723321,91839733508239367,864691136309791834,4784,[196978 124360  23884],[197064 124312  23885],[197038 124350  23888],"[741.5590042904685, 167.54711398826626, 955.3600000000002]",L2/3
4127,194067763,t,92052282916620048,864691135517597834,92122651660788848,864691136309791834,2940,[198642 135232  24162],[198766 135256  24163],[198704 135264  24163],"[744.3994472603569, 211.44973764260843, 966.4800000000002]",L2/3
4145,195284042,t,91701263494172965,864691134939967075,91701263494185980,864691136309791834,6152,[196030 141440  21843],[195952 141414  21853],[195984 141466  21849],"[731.8269536507846, 235.27664118539525, 873.7200000000003]",L2/3
4186,181070054,t,90995514669358290,864691135400578546,90995514669347144,864691136309791834,3876,[190770 125702  23320],[190736 125788  23320],[190746 125784  23320],"[716.3536455203848, 170.73043572371296, 932.8000000000003]",L2/3
4203,185402288,t,91207651693838009,864691135644975855,91207651693833666,864691136309791834,2208,[192380 133648  23114],[192446 133568  23111],[192448 133598  23109],"[719.9989812486041, 202.95477099115595, 924.5600000000003]",L2/3
4212,164164384,t,90012345115659848,864691135730556089,90012345115672576,864691136309791834,216,[183576 140960  23295],[183524 140920  23300],[183622 140970  23304],"[682.3678575967216, 229.02219688434172, 931.8000000000003]",L2/3
4234,185402945,t,91348045584965675,864691136672674951,91348045584954549,864691136309791834,10624,[193292 130886  23267],[193266 130926  23258],[193284 130922  23260],"[724.5959961531188, 192.26675611618168, 930.6800000000003]",L2/3
4250,209087982,t,92897532480676276,864691136108735928,92897532480659475,864691136309791834,1444,[204712 141034  24313],[204756 141170  24298],[204734 141079  24305],"[766.5643440523368, 236.68556562983483, 972.5200000000002]",L2/3
4253,185687046,t,91491325895160369,864691135568155628,91491325895163362,864691136309791834,1828,[194438 150140  24709],[194466 150040  24715],[194472 150076  24711],"[722.4501659657178, 269.38920890917075, 988.3600000000002]",L2/3
4257,188378830,t,91631513627580280,864691135586494660,91631513627580451,864691136309791834,4072,[195596 145846  24587],[195566 145956  24591],[195544 145922  24587],"[728.5615268447126, 252.68227417515422, 983.4800000000002]",L2/3
4314,202499489,t,92334032905698373,864691136032050107,92334032905700042,864691136309791834,1360,[200526 137172  25404],[200594 137246  25402],[200582 137212  25400],"[751.2304419414545, 219.83701417714678, 1016.1600000000003]",L2/3
4324,187666572,t,91417452726070462,864691135274154469,91417452726074942,864691136309791834,2748,[194024 124038  26711],[194000 124084  26719],[193992 124106  26715],"[729.9002243344754, 165.23418296081778, 1068.4400000000003]",L2/3
4333,228864905,t,94936439422365281,864691135675330756,94936370702886504,864691136309791834,3512,[219366 127722  24707],[219358 127674  24714],[219343 127727  24707],"[829.59816146551, 188.74891136274238, 988.2800000000002]",L2/3
4376,200209540,t,92613445962445133,864691135918326704,92613445962442969,864691136309791834,3072,[202750 121988  22760],[202666 122012  22755],[202727 122003  22761],"[765.3860811672005, 160.10747048132967, 910.4000000000002]",L2/3
4392,214197824,t,93600944910131178,864691136039688190,93600944910142413,864691136309791834,3656,[209886 139084  23143],[209850 139016  23152],[209882 139069  23144],"[787.8614043174754, 230.7190222366248, 925.7200000000003]",L2/3
4401,177760070,t,90645320216092356,864691136388888848,90645320216105027,864691136309791834,3052,[188118 138220  23462],[188024 138180  23475],[188102 138238  23470],"[701.4219498121669, 219.6873485274957, 938.4800000000002]",L2/3
4427,188217785,t,91489470133710422,864691134964570143,91489470133708011,864691136309791834,3008,[194122 136314  22104],[194142 136298  22099],[194138 136330  22101],"[726.0110370642464, 214.18549246707192, 884.1600000000002]",L2/3
4432,194990870,t,92052420422674948,864691135082007799,92052420422683845,864691136309791834,1112,[198572 136344  24673],[198634 136358  24683],[198604 136342  24680],"[743.7328440011496, 215.85640805175126, 986.9200000000003]",L2/3
4437,202647580,t,92545276577393979,864691135428796976,92474907833192939,864691136309791834,6660,[201784 138382  25583],[201722 138420  25584],[201744 138412  25580],"[755.8214598673536, 225.09716421341705, 1023.3200000000003]",L2/3
4439,202404930,t,92826888590395778,864691136436386718,92826957309891596,864691136309791834,4552,[203918 139366  22511],[203910 139492  22509],[203948 139418  22510],"[763.9819328068099, 229.7621479652002, 900.4400000000003]",L2/3
4469,187966344,t,91700232701911471,864691135463806533,91700232701925497,864691136309791834,5584,[195848 133600  21724],[195866 133682  21728],[195900 133638  21725],"[733.8349280031402, 203.9725260725178, 868.9600000000003]",L2/3
4552,205653518,t,93247864507481298,864691135322990748,93247864507472137,864691136309791834,4388,[206946 130156  25552],[206942 130096  25545],[206962 130092  25550],"[779.2586605529208, 194.1179656436599, 1022.0800000000003]",L2/3
4556,198970279,t,92404332795984910,864691135777519805,92404332795992238,864691136309791834,1144,[200878 136648  24206],[200874 136704  24215],[200869 136718  24210],"[752.8157625131668, 217.87170537573513, 968.2400000000002]",L2/3
4587,202327634,t,92334788417038102,864691136031778491,92334788417034703,864691136309791834,1384,[200350 142872  22125],[200340 142858  22119],[200350 142876  22119],"[748.5419699393514, 242.48889565074427, 885.0000000000002]",L2/3
4620,187854967,t,91347289939204267,864691136594818722,91347221219709702,864691136309791834,2120,[193090 125140  25353],[193064 125088  25354],[193102 125102  25353],"[725.7942584283729, 169.2997953351009, 1014.1200000000002]",L2/3
4646,209180559,t,92968450846245980,864691135740341099,92968450846248034,864691136309791834,8200,[204904 145322  23141],[204992 145324  23142],[204940 145300  23140],"[765.8345262808635, 253.8392327019347, 925.6400000000002]",L2/3
4654,206025327,t,92827300906758088,864691135570695661,92827300906759766,864691136309791834,3824,[204264 142402  22067],[204276 142348  22072],[204237 142389  22069],"[764.3022469290412, 241.98055992678908, 882.6800000000003]",L2/3
