,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer
2866,170724129,t,90430502997477920,864691134947699196,90360134253326937,864691135491529311,2696,[186448 110426  22368],[186296 110332  22377],[186370 110398  22374],"[704.4569960846276, 108.35220641089342, 894.7200000000003]",L2/3
2902,191274402,t,91910789178875830,864691135493962640,91910720459395874,864691135491529311,1008,[197632 129276  21958],[197604 129186  21946],[197656 129264  21950],"[742.4512190952864, 187.36428595457022, 878.3200000000003]",L2/3
2937,163775060,t,89797596616450944,864691135207715961,89797596616450180,864691135491529311,1244,[182052 113578  22097],[182006 113640  22099],[182014 113630  22099],"[685.84104890882, 119.37968258395931, 883.8800000000002]",L2/3
2989,180739824,t,90785232936169722,864691135415814074,90785232936179823,864691135491529311,3812,[189132 131800  22151],[189002 131852  22153],[189076 131792  22156],"[707.7006749813868, 194.45857237308408, 886.0400000000003]",L2/3
3094,177652902,t,90854914485802646,864691136486756626,90854845766332724,864691135491529311,2704,[189964 126678  22381],[189906 126556  22390],[189958 126604  22382],"[712.8016577940502, 174.33858971044464, 895.2400000000002]",L2/3
3122,185069953,t,91417314683290926,864691136602069713,91417314683301896,864691135491529311,348,[193792 122814  22251],[193852 122796  22267],[193857 122810  22252],"[729.4024701711388, 160.27593318969076, 890.0400000000003]",L2/3
3145,201063131,t,92401995931532746,864691135516229587,92401995998056311,864691135491529311,3420,[201076 119202  21505],[201094 119288  21507],[201066 119252  21507],"[759.6868250659581, 148.4222819123569, 860.2000000000003]",L2/3
3240,165269462,t,89868789994280285,864691135274125541,89868789994282605,864691135491529311,3036,[182640 119714  22036],[182612 119748  22033],[182600 119720  22033],"[686.0449482887332, 144.03527556086559, 881.4400000000003]",L2/3
3288,170646641,t,90430159400034846,864691135737819761,90430159400039066,864691135491529311,2764,[186708 107790  22296],[186634 107736  22302],[186658 107734  22297],"[706.4120087221744, 97.93897148667153, 891.8400000000003]",L1
3302,195080024,t,91769433349355153,864691135508731657,91769433349357529,864691135491529311,1804,[196236 124938  22904],[196234 124992  22900],[196256 124962  22900],"[738.4007943492995, 169.59163788577933, 916.1600000000002]",L2/3
3331,181114776,t,90995995638615810,864691135490452327,90995995638620865,864691135491529311,224,[190712 129598  22822],[190746 129572  22821],[190772 129562  22819],"[714.764293255448, 186.23491376645717, 912.8800000000002]",L2/3
3353,165269420,t,89868789994302785,864691135807648541,89868789994316316,864691135491529311,1540,[182604 119808  22059],[182562 119862  22070],[182571 119868  22063],"[685.8687256929347, 144.3972943403924, 882.3600000000002]",L2/3
3408,179992374,t,90923084206481595,864691136390362495,90923084206489672,864691135491529311,3580,[190292 110406  22140],[190376 110500  22149],[190362 110416  22139],"[719.7814582219061, 109.61261753553403, 885.6000000000003]",L2/3
3469,200207383,t,92332039705180908,864691135386662529,92332039705176272,864691135491529311,464,[200418 122238  22710],[200452 122292  22709],[200454 122264  22713],"[756.006421280653, 160.29067641107127, 908.4000000000002]",L2/3
3524,187617265,t,91206964364866893,864691136662180062,91206964364860372,864691135491529311,272,[192380 128546  22134],[192440 128466  22123],[192398 128532  22130],"[721.7776556465982, 182.62442959249958, 885.3600000000002]",L2/3
3543,198748871,t,92543695626402389,864691136084406636,92543695626398843,864691135491529311,1832,[201812 126552  22191],[201776 126616  22191],[201740 126550  22196],"[760.057243420359, 177.96699254290345, 887.6400000000002]",L2/3
3585,200943128,t,92401377590388028,864691135782420787,92401377590369922,864691135491529311,1000,[201102 114714  22485],[201226 114744  22468],[201182 114736  22477],"[761.3550492083655, 130.54765888945974, 899.4000000000002]",L2/3
3586,178541917,t,90642502583117687,864691136756415086,90642502583117710,864691135491529311,244,[188396 117092  22265],[188354 117076  22263],[188386 117132  22269],"[709.895424447535, 135.59385938830144, 890.6000000000003]",L2/3
3628,180741769,t,90925695546714916,864691135925518862,90925695546729448,864691135491529311,2332,[190098 130184  22232],[190050 130056  22247],[190068 130082  22241],"[712.1133460159341, 188.35593963459596, 889.2800000000002]",L2/3
3671,164425329,t,89586490585407300,864691135373819592,89586490585413198,864691135491529311,288,[180554 113422  23769],[180586 113362  23770],[180538 113368  23778],"[679.9262354613287, 118.23581988180604, 950.7600000000002]",L2/3
3721,194034739,t,92261258509849701,864691135517663370,92261258509845843,864691135491529311,1728,[200068 119108  21618],[200052 119126  21613],[200042 119150  21612],"[755.7029386025251, 147.69630075111596, 864.7200000000003]",L2/3
3806,192761908,t,91838290264872976,864691135322956444,91838290264876920,864691135491529311,3812,[196814 113604  22742],[196918 113510  22748],[196858 113570  22743],"[744.6552892444956, 124.62965913032455, 909.6800000000003]",L2/3
3828,172398877,t,90504170276238793,864691135725820479,90504170276237275,864691135491529311,4812,[187228 135036  22095],[187182 134996  22091],[187256 135022  22093],"[698.9855122265944, 206.68953840841743, 883.8000000000003]",L2/3
3839,193881816,t,92190614955162672,864691136594814626,92190614955166842,864691135491529311,3484,[199316 117238  22405],[199420 117258  22412],[199366 117280  22411],"[753.3583099064176, 139.98259993520466, 896.2000000000003]",L2/3
3879,195073942,t,91909346136574603,864691135293341708,91909346136559824,864691135491529311,3428,[197310 118652  22114],[197294 118600  22108],[197290 118666  22114],"[744.8718907679488, 144.91773946780438, 884.5600000000003]",L2/3
3893,181155335,t,91136732992625844,864691135725586751,91136732992635806,864691135491529311,1600,[191710 129506  21691],[191698 129468  21702],[191653 129504  21690],"[718.7731758035613, 186.21623984260816, 867.6400000000002]",L2/3
3896,194477362,t,91981638959222715,864691135737546865,91981638959219657,864691135491529311,4264,[197920 133018  21797],[198068 132964  21798],[197990 132940  21802],"[742.2942882300413, 202.37573161125283, 871.8800000000002]",L2/3
3908,198511633,t,92261121138127408,864691135725649215,92261121138125189,864691135491529311,2332,[200090 118430  22256],[200220 118332  22257],[200146 118382  22263],"[756.026970110289, 145.0022904352529, 890.2400000000002]",L2/3
3920,164426781,t,89797528098218578,864691135431750898,89797528098211524,864691135491529311,1792,[182104 113252  23559],[182134 113126  23558],[182102 113188  23561],"[686.1619084945659, 118.09877309213917, 942.3600000000002]",L2/3
3958,178088100,t,90923359151498298,864691136143786292,90923359151511282,864691135491529311,384,[190324 112836  22645],[190430 112780  22655],[190390 112840  22650],"[719.0618173237546, 119.30678593605745, 905.8000000000003]",L2/3
3970,191363725,t,92122376514359164,864691135490569703,92122376447826213,864691135491529311,1712,[199102 133106  22022],[199136 133264  22016],[199110 133170  22019],"[746.9736179411718, 203.13846449669188, 880.8800000000002]",L2/3
3999,178543738,t,90923633962576285,864691135939884454,90923633962564942,864691135491529311,3116,[190438 114378  22391],[190408 114418  22382],[190396 114364  22390],"[718.9785054848169, 125.49105785258033, 895.6400000000002]",L2/3
4065,205762764,t,92824758353489245,864691136004907466,92824758353472579,864691135491529311,372,[204240 123522  22805],[204156 123490  22789],[204162 123486  22797],"[770.7886139303278, 166.73956937559677, 912.2000000000003]",L2/3
4069,192185386,t,91910033331266555,864691135462600861,91839664587092165,864691135491529311,8872,[197154 123676  22047],[197058 123770  22043],[197120 123708  22048],"[742.4987834700827, 164.88288293718156, 881.8800000000002]",L2/3
4078,191842604,t,92121002125116886,864691136989978005,92121002125115782,864691135491529311,2036,[198972 122910  22299],[198976 122860  22299],[198974 122876  22299],"[750.0101565103845, 162.46433894348942, 891.9600000000003]",L2/3
4092,192239139,t,91910445581053192,864691135355167439,91980814325255725,864691135491529311,692,[197638 127172  21580],[197726 127124  21576],[197680 127130  21579],"[743.208630499005, 178.98240311325603, 863.2000000000003]",L2/3
4149,180572123,t,90924183718466382,864691135402281458,90924183718472782,864691135491529311,3428,[190142 118786  22491],[190104 118826  22493],[190064 118806  22493],"[716.2622809061495, 142.9527703699207, 899.6400000000002]",L2/3
4152,180738604,t,90644632886674460,864691135292070070,90715001630856941,864691135491529311,3656,[188354 133048  22071],[188474 133062  22078],[188420 133084  22077],"[704.1654356131289, 199.1603476345273, 882.8400000000003]",L2/3
4208,178088288,t,90993727895607049,864691135573744068,90993727895600386,864691135491529311,3212,[190632 112540  22576],[190644 112420  22571],[190598 112462  22577],"[720.3923215912168, 118.23466728858196, 903.0400000000003]",L2/3
4,160692143,t,88885689160594897,864691135476290216,88956057971381168,864691135684442807,7044,[175538 135364  22525],[175654 135336  22535],[175600 135288  22529],"[652.2890998093394, 203.9211433214334, 901.0000000000002]",L2/3
10,154412462,t,88817450653153450,864691135472024370,88817450653134188,864691135684442807,4812,[174864 151138  22008],[174968 151198  22000],[174912 151200  22008],"[644.1041801588779, 266.54207210978245, 880.3200000000003]",L2/3
12,166593226,t,90014544004571220,864691136521833361,89944175260400027,864691135684442807,3772,[183332 156902  22163],[183280 156996  22162],[183367 156908  22159],"[675.8378241678515, 292.46247638733433, 886.5200000000002]",L4
31,188034764,t,91631307066631057,864691135799913570,91631307066626140,864691135684442807,2040,[195208 144206  21627],[195344 144234  21618],[195288 144190  21622],"[727.5871743456988, 246.011971242928, 865.0800000000003]",L2/3
36,165074706,t,89873325480087213,864691135753682381,89873325480076172,864691135684442807,7296,[182400 153654  22312],[182436 153780  22308],[182465 153705  22303],"[673.256337743143, 279.1949982607633, 892.4800000000002]",L2/3
45,174844610,t,90295537878079823,864691135012355830,90295606597529890,864691135684442807,6436,[185760 153758  21857],[185848 153826  21846],[185800 153828  21848],"[686.6089376965131, 280.7807884376979, 874.2800000000002]",L2/3
46,167769712,t,89732381699104132,864691135937145092,89732381699120294,864691135684442807,13640,[181690 152034  21328],[181718 151930  21334],[181746 151996  21327],"[670.9919140135672, 272.4921343077253, 853.1200000000002]",L2/3
60,182072238,t,90580998718643044,864691135736880772,90580929999147712,864691135684442807,12820,[187888 182998  22846],[187882 182896  22844],[187898 182926  22849],"[684.8948112949039, 398.0375900087766, 913.8400000000003]",L5
61,161227415,t,89098307154152667,864691136329039850,89098307154152549,864691135684442807,6136,[176772 146404  21627],[176858 146308  21636],[176796 146334  21636],"[653.3575192393837, 248.34330193536724, 865.0800000000003]",L2/3
88,167450923,t,89661463333073711,864691136521562001,89661463333061964,864691135684442807,1828,[181110 147700  22136],[181184 147768  22122],[181186 147758  22130],"[670.1916742702679, 255.01990169843234, 885.4400000000003]",L2/3
89,202108126,t,92404881948051857,864691135560491233,92404881948052793,864691135684442807,6796,[200918 140848  19815],[200994 140908  19814],[200956 140914  19814],"[751.5109371867007, 234.62172122251621, 792.6000000000003]",L2/3
101,150038197,t,88813946228260055,864691136227189841,88814014947729497,864691135684442807,3668,[174768 125092  24043],[174684 125178  24046],[174702 125130  24041],"[652.8018752972326, 162.7210558785769, 961.7200000000003]",L2/3
103,138585726,t,87339844463822441,864691135697669397,87339844463828362,864691135684442807,12440,[164232 152168  21540],[164246 152062  21548],[164236 152136  21545],"[601.3789303783117, 266.939834838348, 861.6000000000003]",L2/3
104,187956635,t,91210193778027006,864691135618524868,91139825033867410,864691135684442807,2452,[192060 152734  19413],[191978 152770  19406],[192016 152720  19410],"[712.0700340107194, 278.89669967155504, 776.5200000000001]",L2/3
106,168710306,t,89524161818758923,864691135570659565,89524161818760729,864691135684442807,8096,[180062 173614  22326],[179988 173610  22333],[180016 173630  22332],"[656.981410425616, 357.9161024502321, 893.0400000000003]",L4
121,173530722,t,90227093413355520,864691135526313156,90227093413339236,864691135684442807,1332,[185352 168002  22777],[185224 168014  22762],[185294 168020  22763],"[680.0173623504367, 337.3977393840091, 911.0800000000003]",L4
138,167527672,t,89591231960763755,864691135564527639,89591231960760228,864691135684442807,6628,[180452 148818  21644],[180492 148802  21642],[180510 148814  21641],"[667.1799293433228, 259.24549047338667, 865.7600000000002]",L2/3
139,167452729,t,89802544418859831,864691135946995809,89802544418856782,864691135684442807,3684,[182212 150448  22165],[182288 150434  22170],[182234 150380  22166],"[673.624884575174, 266.35425633388843, 886.6000000000003]",L2/3
143,156771500,t,89450631777367789,864691135771971915,89380263033181524,864691135684442807,9312,[179278 149856  20814],[179164 149964  20819],[179230 149912  20820],"[662.1399283971956, 262.9724074919206, 832.5600000000003]",L2/3
145,176275635,t,90232109935282817,864691136925717578,90232109935281532,864691135684442807,5064,[185002 205206  22897],[184910 205250  22895],[184954 205204  22901],"[665.6525207603728, 485.5254315353835, 915.8800000000002]",L5
156,188160597,t,91420132114966806,864691135700215931,91420132114966728,864691135684442807,2520,[193648 143800  21962],[193650 143730  21963],[193584 143762  21961],"[721.5124603558286, 243.85029921848158, 878.4800000000002]",L2/3
161,160010080,t,89315804365196383,864691134964562463,89245435621028657,864691135684442807,5580,[178250 194026  22221],[178192 194046  22226],[178228 194042  22227],"[642.6448991699862, 438.62170233659197, 888.8400000000003]",L5
168,172708758,t,90577287799491358,864691135718813489,90506919055308135,864691135684442807,5728,[187430 155758  22089],[187374 155814  22080],[187420 155750  22085],"[692.5662723377845, 289.3325463839862, 883.5600000000003]",L4
171,166602262,t,89591713131614381,864691135446875988,89591713131614421,864691135684442807,296,[180374 152458  22932],[180440 152404  22929],[180394 152449  22932],"[665.6001289831122, 273.72289268586525, 917.2800000000002]",L2/3
182,181981054,t,90717131867955076,864691135544358952,90717131867953289,864691135684442807,11304,[188948 149088  21964],[188898 149028  21965],[188972 149068  21960],"[700.9404817611052, 263.2832815088622, 878.5600000000003]",L2/3
185,209092744,t,93041293089266749,864691135415816378,93041293089250796,864691135684442807,2692,[205494 163776  20350],[205496 163756  20342],[205476 163764  20348],"[761.7520574616989, 327.58002808915955, 814.0000000000002]",L4
187,168965682,t,89526085963923168,864691135683564786,89526085963913680,864691135684442807,2912,[179894 187702  22136],[179976 187728  22126],[179940 187722  22135],"[651.4005671731823, 413.99509741797164, 885.4400000000003]",L5
190,160801373,t,89237807826357678,864691135570721261,89237807826344203,864691135684442807,5052,[177800 136938  22834],[177834 136934  22817],[177796 136928  22826],"[660.7539368813343, 210.9817703009998, 913.3600000000002]",L2/3
